index,TF_SC_First,TF_SC_Last,PT_SC_First,PT_SC_Last
0,0.0009985717398145683,0.0012134159626231572,0.004856077134210711,0.00012511631907789273
1,0.0,0.009517934255750418,0.0,0.19047619047619047
2,0.05433495592685173,0.0023681094592816736,0.0,0.1111111111111111
3,0.47244094488188976,0.09448818897637795,0.03076923076923077,0.09230769230769231
4,0.05451127819548872,0.018796992481203006,0.2542372881355932,0.07627118644067797
5,0.09114583333333333,0.06510416666666667,0.0,0.35294117647058826
6,0.3593372454263031,0.022782188470831896,0.0,0.125
7,0.024752475247524754,0.0033003300330033004,0.14285714285714285,0.07142857142857142
8,0.0,0.14285714285714285,0.0,0.04483430799220273
9,0.04054054054054054,0.013513513513513514,0.0392156862745098,0.0392156862745098
10,0.2857142857142857,0.14285714285714285,0.08333333333333333,0.08333333333333333
11,0.0,0.14285714285714285,0.04878048780487805,0.036585365853658534
12,0.1,0.4,0.06060606060606061,0.09090909090909091
13,0.25,0.125,0.2,0.1
14,0.18,0.06,0.0,0.4
15,0.6666666666666666,0.14285714285714285,0.021739130434782608,0.05434782608695652
16,0.3333333333333333,0.3333333333333333,0.015873015873015872,0.047619047619047616
17,0.0,0.4,0.06666666666666667,0.03333333333333333
18,0.0,0.1,0.18556701030927836,0.05154639175257732
19,0.0,0.375,0.125,0.125
20,0.0,0.2,0.23809523809523808,0.21428571428571427
21,0.375,0.125,0.07692307692307693,0.5384615384615384
22,0.01818181818181818,0.05454545454545454,0.14285714285714285,0.42857142857142855
23,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.19047619047619047
24,0.0,1.0,0.0,0.16666666666666666
25,0.0,0.07692307692307693,0.16,0.12
26,0.03571428571428571,0.03571428571428571,0.0625,0.125
27,0.0425531914893617,0.02127659574468085,0.0,0.1
28,0.47058823529411764,0.058823529411764705,0.07142857142857142,0.14285714285714285
29,0.037037037037037035,0.027777777777777776,0.6,0.2
30,0.0625,0.125,0.0,0.2
31,0.17687074829931973,0.10884353741496598,0.04,0.013333333333333334
32,0.3333333333333333,0.16666666666666666,0.0,0.2
33,0.0,0.10256410256410256,0.0,0.16666666666666666
34,0.0,0.13636363636363635,0.18181818181818182,0.09090909090909091
35,0.0,0.2,0.0,0.2222222222222222
36,0.25,0.3125,0.04954954954954955,0.03153153153153153
37,0.0967741935483871,0.06451612903225806,0.18518518518518517,0.2222222222222222
38,0.3,0.25,0.0,0.375
39,0.0,0.2857142857142857,0.0,0.2
40,0.23333333333333334,0.13333333333333333,0.01818181818181818,0.05454545454545454
41,0.05263157894736842,0.10526315789473684,0.0,0.07692307692307693
42,0.03333333333333333,0.1,0.25,0.1
43,0.0,0.375,0.07407407407407407,0.037037037037037035
44,0.0,0.16666666666666666,0.0,0.5
45,0.0,0.18181818181818182,0.0,0.125
46,0.2833333333333333,0.05,0.0,0.16666666666666666
47,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.16666666666666666
48,0.3333333333333333,0.1111111111111111,0.2,0.2
49,0.0,0.6,0.0,0.5454545454545454
50,0.25,0.08333333333333333,0.0,0.11538461538461539
51,0.0,0.15384615384615385,0.23076923076923078,0.07692307692307693
52,0.12,0.04,0.25,0.3125
53,0.0,0.125,0.1111111111111111,0.2222222222222222
54,0.19230769230769232,0.09615384615384616,0.4,0.2
55,0.38461538461538464,0.15384615384615385,0.14285714285714285,0.2857142857142857
56,0.2,0.6,0.058823529411764705,0.11764705882352941
57,0.0,0.2857142857142857,0.012345679012345678,0.024691358024691357
58,0.0,0.12903225806451613,0.0,0.06451612903225806
59,0.03773584905660377,0.03773584905660377,0.2727272727272727,0.36363636363636365
60,0.10526315789473684,0.15789473684210525,0.047619047619047616,0.19047619047619047
61,0.058823529411764705,0.058823529411764705,0.0,0.4166666666666667
62,0.03225806451612903,0.1935483870967742,0.5714285714285714,0.14285714285714285
63,0.0,0.2857142857142857,0.0,0.058823529411764705
64,0.0,0.023809523809523808,0.631578947368421,0.13157894736842105
65,0.0,0.25,0.0,0.07777777777777778
66,0.75,0.25,0.0,0.15789473684210525
67,0.23076923076923078,0.38461538461538464,0.07142857142857142,0.07142857142857142
68,0.0,0.07777777777777778,0.0,0.25
69,0.0,0.15789473684210525,0.45454545454545453,0.09090909090909091
70,0.0,0.25,0.2857142857142857,0.14285714285714285
71,0.0,0.08653846153846154,0.04,0.08
72,0.2222222222222222,0.6666666666666666,0.1,0.1
73,0.0,0.06451612903225806,0.0,0.07142857142857142
74,0.0,0.19230769230769232,0.16666666666666666,0.16666666666666666
75,0.0,0.16666666666666666,0.25,0.25
76,0.0,0.08695652173913043,0.0,0.05
77,0.006622516556291391,0.09933774834437085,0.08,0.12
78,0.0,0.14285714285714285,0.1111111111111111,0.1111111111111111
79,0.1,0.1,0.16666666666666666,0.5
80,0.0,0.4827586206896552,0.26666666666666666,0.4
81,0.3125,0.25,0.0,0.1875
82,0.1111111111111111,0.2222222222222222,0.9473684210526315,0.05263157894736842
83,0.08333333333333333,0.08333333333333333,0.0,0.13043478260869565
84,0.0,0.1,0.17647058823529413,0.058823529411764705
85,0.2,0.2,0.0,0.1111111111111111
86,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.3333333333333333
87,0.0,0.011764705882352941,0.125,0.125
88,0.0,0.3333333333333333,0.0,0.09183673469387756
89,0.0,0.2,0.125,0.125
90,0.2,0.6,0.0,0.14285714285714285
91,0.0,0.16,0.0,0.1875
92,0.0,0.2222222222222222,0.125,0.25
93,0.18181818181818182,0.09090909090909091,0.25806451612903225,0.06451612903225806
94,0.0,0.2,0.0625,0.125
95,0.17647058823529413,0.058823529411764705,0.4,0.2
96,0.17346938775510204,0.16326530612244897,0.2,0.13333333333333333
97,0.043478260869565216,0.13043478260869565,0.0,0.05
98,0.3333333333333333,0.3333333333333333,0.0,0.09523809523809523
99,0.0,0.4,0.3333333333333333,0.08333333333333333
100,0.125,0.125,0.05555555555555555,0.027777777777777776
101,0.0,0.1111111111111111,0.0,0.75
102,0.0,0.125,0.0,0.08333333333333333
103,0.08333333333333333,0.4166666666666667,0.1111111111111111,0.1111111111111111
104,0.0,0.09090909090909091,0.0,0.2857142857142857
105,0.2,0.13333333333333333,0.0,0.3333333333333333
106,0.0,0.6363636363636364,0.0625,0.0625
107,0.0,0.029891304347826088,0.0,0.2857142857142857
108,0.7857142857142857,0.07142857142857142,0.0,0.3333333333333333
109,0.04,0.04,0.0,0.09090909090909091
110,0.13043478260869565,0.043478260869565216,0.2857142857142857,0.2857142857142857
111,0.0,0.14285714285714285,0.0,0.2857142857142857
112,0.0,0.09090909090909091,0.0,0.14285714285714285
113,0.8181818181818182,0.09090909090909091,0.3333333333333333,0.2222222222222222
114,0.0,0.2,0.0,0.16666666666666666
115,0.1111111111111111,0.2222222222222222,0.5833333333333334,0.08333333333333333
116,0.2391304347826087,0.043478260869565216,0.36363636363636365,0.2727272727272727
117,0.1111111111111111,0.07407407407407407,0.2,0.2
118,0.0,0.6,0.8,0.2
119,0.0,0.08333333333333333,0.0,0.009559214020180564
120,0.05555555555555555,0.027777777777777776,0.0,0.15
121,0.0,0.2222222222222222,0.375,0.25
122,0.5909090909090909,0.09090909090909091,0.0,0.07142857142857142
123,0.1111111111111111,0.1111111111111111,0.042801556420233464,0.04669260700389105
124,0.8181818181818182,0.09090909090909091,0.04,0.08
125,0.14285714285714285,0.2857142857142857,0.0,0.058823529411764705
126,0.0,0.2857142857142857,0.03711340206185567,0.0010309278350515464
127,0.2857142857142857,0.21428571428571427,0.013727560718057022,0.012143611404435059
128,0.5714285714285714,0.07142857142857142,0.14285714285714285,0.17857142857142858
129,0.0,0.2857142857142857,0.0,0.057208237986270026
130,0.0,0.09090909090909091,0.12737508796622096,0.030260380014074596
131,0.46153846153846156,0.3076923076923077,0.0392156862745098,0.034858387799564274
132,0.0,0.3333333333333333,0.0033222591362126247,0.03986710963455149
133,0.0,0.3333333333333333,0.0,0.1111111111111111
134,0.16666666666666666,0.16666666666666666,0.11023622047244094,0.14173228346456693
135,0.9285714285714286,0.07142857142857142,0.0,0.04741379310344827
136,0.2,0.2,0.06806282722513089,0.03664921465968586
137,0.4,0.4,0.14173228346456693,0.0984251968503937
138,0.14285714285714285,0.42857142857142855,0.0,0.2222222222222222
139,0.08333333333333333,0.041666666666666664,0.15384615384615385,0.5384615384615384
140,0.2857142857142857,0.2857142857142857,0.0,0.5384615384615384
141,0.0,0.2857142857142857,0.04081632653061224,0.2653061224489796
142,0.0,0.7142857142857143,0.5,0.125
143,0.0,0.2,0.14285714285714285,0.14285714285714285
144,0.7142857142857143,0.14285714285714285,0.09310344827586207,0.013793103448275862
145,0.0,0.1111111111111111,0.10256410256410256,0.05128205128205128
146,0.0,0.14285714285714285,0.8,0.2
147,0.3333333333333333,0.5,0.17412935323383086,0.04477611940298507
148,0.2,0.2,0.0,0.2545454545454545
149,0.0,0.14285714285714285,0.03773584905660377,0.07547169811320754
150,0.03125,0.09375,0.018518518518518517,0.05555555555555555
151,0.05847953216374269,0.04678362573099415,0.0625,0.1875
152,0.04790419161676647,0.11976047904191617,0.0,0.2
153,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.06521739130434782
154,0.0,0.07142857142857142,0.0,0.16666666666666666
155,0.0,0.07407407407407407,0.875,0.125
156,0.0,0.14285714285714285,0.17073170731707318,0.12195121951219512
157,0.0,0.16326530612244897,0.10126582278481013,0.02531645569620253
158,0.06666666666666667,0.26666666666666666,0.0,0.026881720430107527
159,0.0,0.109375,0.0650887573964497,0.11834319526627218
160,0.6,0.2,0.2,0.1
161,0.2,0.044444444444444446,0.2222222222222222,0.2777777777777778
162,0.0,0.044444444444444446,0.0,0.07407407407407407
163,0.11764705882352941,0.058823529411764705,0.14285714285714285,0.09523809523809523
164,0.3076923076923077,0.46153846153846156,0.1111111111111111,0.2222222222222222
165,0.0,0.08,0.13636363636363635,0.00909090909090909
166,0.0,0.125,0.6,0.2
167,0.0,0.030303030303030304,0.06976744186046512,0.03488372093023256
168,0.0,0.08695652173913043,0.0,0.09090909090909091
169,0.3188405797101449,0.08695652173913043,0.15151515151515152,0.18181818181818182
170,0.4166666666666667,0.3333333333333333,0.0,0.08333333333333333
171,0.2972972972972973,0.2702702702702703,0.0,0.034482758620689655
172,0.1702127659574468,0.1276595744680851,0.0,0.2857142857142857
173,0.1111111111111111,0.1111111111111111,0.2,0.4
174,0.02336448598130841,0.06542056074766354,0.0,0.030303030303030304
175,0.1282051282051282,0.02564102564102564,0.0,1.0
176,0.0035938903863432167,0.0035938903863432167,0.0,0.1724137931034483
177,0.0625,0.020833333333333332,0.0,0.0392156862745098
178,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111
179,0.0,0.3,0.1111111111111111,0.2222222222222222
180,0.45454545454545453,0.18181818181818182,0.06060606060606061,0.030303030303030304
181,0.0,0.3333333333333333,0.045454545454545456,0.09090909090909091
182,0.0,0.06,0.1,0.3
183,0.024390243902439025,0.07317073170731707,0.0,0.3333333333333333
184,0.1891891891891892,0.14864864864864866,0.09036144578313253,0.07228915662650602
185,0.0,0.07142857142857142,0.10784313725490197,0.07352941176470588
186,0.015,0.12,0.05,0.2
187,0.05,0.11666666666666667,0.08333333333333333,0.125
188,0.02197802197802198,0.03296703296703297,0.0,0.4
189,0.0,0.19047619047619047,0.4,0.3
190,0.037037037037037035,0.05555555555555555,0.4,0.13333333333333333
191,0.0,0.2,0.0,0.16666666666666666
192,0.22857142857142856,0.05714285714285714,0.0,0.09803921568627451
193,0.4857142857142857,0.05714285714285714,0.0,0.19230769230769232
194,0.0,0.4,0.0,0.4
195,0.008695652173913044,0.043478260869565216,0.6666666666666666,0.16666666666666666
196,0.5384615384615384,0.07692307692307693,0.23076923076923078,0.15384615384615385
197,0.1,0.03333333333333333,0.4444444444444444,0.1111111111111111
198,0.0,0.21428571428571427,,
199,0.02857142857142857,0.02857142857142857,,
200,0.08333333333333333,0.25,,
201,0.35507246376811596,0.11594202898550725,,
202,0.0,0.08333333333333333,,
203,0.23809523809523808,0.21428571428571427,,
204,0.0,0.058823529411764705,,
205,0.0,0.07142857142857142,,
206,0.0,0.2,,
207,0.75,0.25,,
208,0.3181818181818182,0.045454545454545456,,
209,0.07317073170731707,0.1951219512195122,,
210,0.125,0.125,,
211,0.0,0.0625,,
212,0.0,0.1,,
213,0.0,0.1,,
214,0.030303030303030304,0.12121212121212122,,
215,0.0,0.16666666666666666,,
216,0.1111111111111111,0.037037037037037035,,
217,0.26666666666666666,0.06666666666666667,,
218,0.09090909090909091,0.09090909090909091,,
219,0.14285714285714285,0.5714285714285714,,
220,0.5833333333333334,0.08333333333333333,,
221,0.06451612903225806,0.03225806451612903,,
222,0.23863636363636365,0.10227272727272728,,
223,0.035856573705179286,0.02390438247011952,,
224,0.0,0.25,,
225,0.01694915254237288,0.059322033898305086,,
226,0.06984126984126984,0.031746031746031744,,
227,0.032327586206896554,0.03017241379310345,,
228,0.07174887892376682,0.026905829596412557,,
229,0.1568627450980392,0.058823529411764705,,
230,0.041666666666666664,0.20833333333333334,,
231,0.0,0.039735099337748346,,
232,0.06666666666666667,0.08888888888888889,,
233,0.0,0.047619047619047616,,
234,0.1111111111111111,0.1111111111111111,,
235,0.0,0.25,,
236,0.06818181818181818,0.031818181818181815,,
237,0.2,0.6,,
238,0.2463768115942029,0.06884057971014493,,
239,0.1,0.2,,
240,0.21875,0.1875,,
241,0.0,0.45161290322580644,,
242,0.2903225806451613,0.45161290322580644,,
243,0.16279069767441862,0.18604651162790697,,
244,0.0,0.24074074074074073,,
245,0.0,0.012077294685990338,,
246,0.0210727969348659,0.027458492975734355,,
247,0.18604651162790697,0.06976744186046512,,
248,0.07692307692307693,0.07692307692307693,,
249,0.07773851590106007,0.014134275618374558,,
250,0.05,0.08333333333333333,,
251,0.045454545454545456,0.045454545454545456,,
252,0.12,0.04,,
253,0.8,0.2,,
254,0.0,0.0175054704595186,,
255,0.0,0.4444444444444444,,
256,0.04838709677419355,0.04838709677419355,,
257,0.02702702702702703,0.05405405405405406,,
258,0.2,0.2,,
259,0.1956521739130435,0.06521739130434782,,
260,0.10526315789473684,0.05263157894736842,,
261,0.0,0.05263157894736842,,
262,0.0,0.05263157894736842,,
263,0.07407407407407407,0.14814814814814814,,
264,0.10476190476190476,0.0761904761904762,,
265,0.0,0.16666666666666666,,
266,0.0,0.0625,,
267,0.0,0.16666666666666666,,
268,0.875,0.125,,
269,0.038461538461538464,0.07692307692307693,,
270,0.11428571428571428,0.2571428571428571,,
271,0.09041095890410959,0.06575342465753424,,
272,0.021011673151750974,0.0007782101167315176,,
273,0.08982035928143713,0.0718562874251497,,
274,0.10784313725490197,0.07352941176470588,,
275,0.125,0.0625,,
276,0.125,0.0625,,
277,0.6190476190476191,0.09523809523809523,,
278,0.017241379310344827,0.20689655172413793,,
279,0.36666666666666664,0.16666666666666666,,
280,0.045454545454545456,0.09090909090909091,,
281,0.0,0.14285714285714285,,
282,0.09090909090909091,0.5454545454545454,,
283,0.06451612903225806,0.22580645161290322,,
284,0.08333333333333333,0.125,,
285,0.0,0.4,,
286,0.16666666666666666,0.16666666666666666,,
287,0.4,0.4,,
288,0.1111111111111111,0.1111111111111111,,
289,0.23809523809523808,0.09523809523809523,,
290,0.16666666666666666,0.5,,
291,0.14285714285714285,0.14285714285714285,,
292,0.0,0.2,,
293,0.058823529411764705,0.11764705882352941,,
294,0.16666666666666666,0.16666666666666666,,
295,0.5714285714285714,0.14285714285714285,,
296,0.631578947368421,0.13157894736842105,,
297,0.0,0.06666666666666667,,
298,0.0,0.2,,
299,0.0,0.05,,
300,0.0,0.1875,,
301,0.2857142857142857,0.2857142857142857,,
302,0.8333333333333334,0.08333333333333333,,
303,0.0,0.36363636363636365,,
304,0.14285714285714285,0.14285714285714285,,
305,0.23076923076923078,0.15384615384615385,,
306,0.010526315789473684,0.021052631578947368,,
307,0.23076923076923078,0.038461538461538464,,
308,0.4444444444444444,0.1111111111111111,,
309,0.6666666666666666,0.16666666666666666,,
